customer_id,product_id,licenses_purchased,purchase_date,licenses_activated,activation_date,usage_last_month,usage_last_quarter,usage_last_year,expiration_date,activation_date_only,activation_time_only
12544,P301,98,2015-05-22 15:45:56,91,2015-08-04 17:19:09,55,55,84,2018-05-21 15:45:56,2015-08-04,17:19:09
12544,P301,11,2018-05-21 02:12:47,10,2025-02-19 01:47:25,2,2,2,2021-05-20 02:12:47,2025-02-19,01:47:25.129762
10092,P376,57,2016-11-04 10:21:36,49,2017-04-28 06:40:44,24,28,44,2019-11-04 10:21:36,2017-04-28,06:40:44
10092,P376,90,2019-11-04 13:48:34,13,2025-05-30 06:02:31,6,8,12,2022-11-03 13:48:34,2025-05-30,06:02:31.129762
13488,P386,73,2015-11-17 14:38:18,10,2015-12-27 17:39:17,2,2,3,2018-11-16 14:38:18,2015-12-27,17:39:17
2913,P56,99,2021-05-02 02:58:44,23,2025-05-15 05:50:38,11,12,12,2024-05-01 02:58:44,2025-05-15,05:50:38.129762
18764,P398,34,2015-09-01 06:28:23,4,2015-11-13 05:16:39,0,0,0,2018-08-31 06:28:23,2015-11-13,05:16:39
18764,P398,24,2018-08-31 20:53:53,2,2018-09-26 17:10:37,0,1,2,2021-08-30 20:53:53,2018-09-26,17:10:37
18764,P398,62,2021-08-30 10:08:56,12,2024-08-10 23:13:32,1,1,1,2024-08-29 10:08:56,2024-08-10,23:13:32.129762
11286,P417,3,2016-01-27 03:53:52,1,2016-05-02 19:31:40,0,0,0,2019-01-26 03:53:52,2016-05-02,19:31:40
11286,P417,27,2019-01-26 13:04:44,16,2019-06-19 18:22:32,1,1,1,2022-01-25 13:04:44,2019-06-19,18:22:32
4677,P138,94,2015-04-01 13:04:55,44,2015-04-27 03:49:03,2,2,2,2018-03-31 13:04:55,2015-04-27,03:49:03
4677,P138,12,2018-03-31 12:56:35,4,2018-09-15 11:00:27,0,0,0,2021-03-30 12:56:35,2018-09-15,11:00:27
6866,P477,88,2018-05-19 03:29:59,32,2018-09-05 21:34:47,1,1,1,2021-05-18 03:29:59,2018-09-05,21:34:47
6866,P477,47,2021-05-18 00:28:28,18,2025-04-21 13:38:18,4,8,13,2024-05-17 00:28:28,2025-04-21,13:38:18.129762
13041,P358,98,2015-08-12 15:22:11,14,2015-10-24 16:51:14,7,8,13,2018-08-11 15:22:11,2015-10-24,16:51:14
13041,P358,56,2018-08-11 18:41:22,0,,2,2,2,2021-08-10 18:41:22,,
13041,P358,2,2021-08-10 13:22:44,0,,0,0,0,2024-08-09 13:22:44,,
10096,P4,88,2016-06-01 08:57:25,39,2016-06-07 19:14:44,21,32,33,2019-06-01 08:57:25,2016-06-07,19:14:44
10096,P4,47,2019-06-01 01:42:34,33,2019-08-25 17:11:06,25,27,31,2022-05-31 01:42:34,2019-08-25,17:11:06
5519,P418,70,2016-10-12 04:07:14,2,2025-02-15 00:21:26,2,2,2,2019-10-12 04:07:14,2025-02-15,00:21:26.129762
16113,P1,1,2018-06-05 09:46:58,0,,2,2,2,2021-06-04 09:46:58,,
3175,P36,30,2018-11-06 07:01:07,1,2019-05-06 00:47:05,0,1,1,2021-11-05 07:01:07,2019-05-06,00:47:05
3175,P36,66,2021-11-05 17:07:39,56,2022-04-14 02:33:05,42,46,52,2024-11-04 17:07:39,2022-04-14,02:33:05
13692,P269,3,2016-09-25 02:18:33,0,,0,0,0,2019-09-25 02:18:33,,
13660,P336,2,2015-07-21 15:33:08,0,,1,1,1,2018-07-20 15:33:08,,
13660,P336,88,2018-07-20 22:01:49,52,2018-11-27 05:56:26,30,30,43,2021-07-19 22:01:49,2018-11-27,05:56:26
13660,P336,63,2021-07-19 04:33:11,51,2021-10-19 13:11:40,3,11,29,2024-07-18 04:33:11,2021-10-19,13:11:40
9449,P376,84,2017-02-24 00:53:19,24,2017-06-28 22:49:49,1,1,1,2020-02-24 00:53:19,2017-06-28,22:49:49
14122,P88,31,2015-09-08 01:15:54,13,2015-12-30 23:39:07,6,8,10,2018-09-07 01:15:54,2015-12-30,23:39:07
14122,P88,57,2018-09-07 00:38:15,22,2018-12-19 20:24:24,9,11,19,2021-09-06 00:38:15,2018-12-19,20:24:24
14122,P88,99,2021-09-06 23:54:35,99,2021-10-04 04:17:16,1,1,1,2024-09-05 23:54:35,2021-10-04,04:17:16
5781,P192,9,2019-04-03 01:37:07,1,2025-06-17 11:01:38,0,0,0,2022-04-02 01:37:07,2025-06-17,11:01:38.129762
6108,P361,19,2015-05-21 01:47:33,10,2015-10-31 02:08:27,0,1,3,2018-05-20 01:47:33,2015-10-31,02:08:27
6108,P361,69,2018-05-20 18:01:46,14,2018-09-19 08:26:49,5,6,11,2021-05-19 18:01:46,2018-09-19,08:26:49
6108,P361,48,2021-05-19 11:42:49,47,2025-05-10 02:15:34,7,18,22,2024-05-18 11:42:49,2025-05-10,02:15:34.129762
4402,P102,52,2021-08-13 16:29:19,42,2022-01-11 05:19:02,0,0,0,2024-08-12 16:29:19,2022-01-11,05:19:02
15941,P94,17,2015-06-16 15:19:35,6,2015-09-13 22:09:31,0,0,0,2018-06-15 15:19:35,2015-09-13,22:09:31
15941,P94,2,2018-06-15 16:53:01,2,2018-11-28 23:05:17,0,0,0,2021-06-14 16:53:01,2018-11-28,23:05:17
16470,P486,61,2016-02-16 02:15:28,42,2016-07-22 11:54:18,0,0,0,2019-02-15 02:15:28,2016-07-22,11:54:18
16470,P486,7,2019-02-15 07:19:10,6,2019-03-31 04:32:42,2,2,2,2022-02-14 07:19:10,2019-03-31,04:32:42
3613,P231,10,2015-03-15 01:51:02,6,2024-09-17 11:01:49,1,1,1,2018-03-14 01:51:02,2024-09-17,11:01:49.129762
18583,P417,100,2015-07-15 11:21:56,16,2025-04-20 02:28:09,3,6,11,2018-07-14 11:21:56,2025-04-20,02:28:09.129762
6966,P96,5,2021-11-17 18:37:32,1,2025-04-28 06:11:27,1,1,1,2024-11-16 18:37:32,2025-04-28,06:11:27.129762
6585,P31,24,2015-09-22 12:09:58,14,2015-12-05 19:53:17,1,1,1,2018-09-21 12:09:58,2015-12-05,19:53:17
6585,P31,45,2018-09-21 07:19:19,35,2019-01-07 06:25:23,0,0,0,2021-09-20 07:19:19,2019-01-07,06:25:23
6585,P31,86,2021-09-20 16:36:21,61,2021-12-31 07:58:35,10,26,28,2024-09-19 16:36:21,2021-12-31,07:58:35
5988,P415,72,2016-09-02 13:00:01,12,2016-10-25 22:28:59,8,8,11,2019-09-02 13:00:01,2016-10-25,22:28:59
5988,P415,82,2019-09-02 20:36:41,23,2025-07-01 14:14:17,16,16,23,2022-09-01 20:36:41,2025-07-01,14:14:17.129762
6288,P133,47,2018-03-04 22:44:36,47,2025-03-29 02:14:39,13,22,38,2021-03-03 22:44:36,2025-03-29,02:14:39.129762
13396,P226,96,2020-10-20 15:17:43,20,2021-03-04 07:02:49,16,16,20,2023-10-20 15:17:43,2021-03-04,07:02:49
3579,P445,86,2015-12-13 12:58:25,38,2016-04-12 19:04:19,4,12,12,2018-12-12 12:58:25,2016-04-12,19:04:19
5444,P41,34,2016-03-01 04:16:22,22,2016-04-23 09:12:41,8,9,16,2019-03-01 04:16:22,2016-04-23,09:12:41
9606,P44,58,2017-07-12 07:15:07,17,2017-12-05 06:17:34,1,4,5,2020-07-11 07:15:07,2017-12-05,06:17:34
9606,P44,39,2020-07-11 16:01:54,15,2025-06-22 18:49:18,1,4,6,2023-07-11 16:01:54,2025-06-22,18:49:18.129762
12378,P64,28,2016-12-01 23:28:43,24,2017-02-09 21:43:34,12,18,23,2019-12-01 23:28:43,2017-02-09,21:43:34
12378,P64,13,2019-12-01 14:06:29,13,2019-12-19 01:19:57,13,13,13,2022-11-30 14:06:29,2019-12-19,01:19:57
9069,P33,49,2018-01-21 10:06:47,21,2025-03-19 04:09:12,1,5,8,2021-01-20 10:06:47,2025-03-19,04:09:12.129762
11212,P16,73,2016-07-09 23:14:05,29,2016-10-20 11:18:36,5,6,9,2019-07-09 23:14:05,2016-10-20,11:18:36
19191,P121,57,2018-05-25 04:06:09,4,2025-06-01 22:05:42,1,1,1,2021-05-24 04:06:09,2025-06-01,22:05:42.129762
15660,P249,78,2015-10-04 20:15:21,27,2015-10-24 08:47:58,7,10,10,2018-10-03 20:15:21,2015-10-24,08:47:58
15660,P249,67,2018-10-03 02:33:51,16,2019-02-12 09:37:09,8,9,11,2021-10-02 02:33:51,2019-02-12,09:37:09
3304,P5,88,2021-07-04 12:35:58,21,2021-08-01 14:48:29,2,2,2,2024-07-03 12:35:58,2021-08-01,14:48:29
2001,P137,25,2018-11-19 06:19:49,22,2019-05-04 01:40:51,13,18,22,2021-11-18 06:19:49,2019-05-04,01:40:51
237,P341,14,2020-10-01 17:18:22,4,2024-12-20 01:17:29,2,4,4,2023-10-01 17:18:22,2024-12-20,01:17:29.129762
19086,P405,17,2021-07-22 01:27:07,4,2024-12-15 02:34:06,0,1,3,2024-07-21 01:27:07,2024-12-15,02:34:06.129762
1372,P50,6,2015-07-07 00:31:38,2,2024-08-11 01:21:03,0,0,0,2018-07-06 00:31:38,2024-08-11,01:21:03.129762
6917,P268,45,2021-05-07 03:19:00,30,2021-06-07 18:33:07,0,0,0,2024-05-06 03:19:00,2021-06-07,18:33:07
238,P193,39,2017-02-23 19:50:08,27,2017-08-21 15:28:16,8,11,18,2020-02-23 19:50:08,2017-08-21,15:28:16
19759,P267,18,2021-02-06 22:35:27,8,2021-04-19 23:13:42,0,1,2,2024-02-06 22:35:27,2021-04-19,23:13:42
8711,P478,54,2015-05-16 08:22:57,12,2025-01-13 08:32:29,2,2,5,2018-05-15 08:22:57,2025-01-13,08:32:29.129762
15923,P243,54,2018-09-19 12:40:55,51,2025-04-09 02:45:06,7,24,24,2021-09-18 12:40:55,2025-04-09,02:45:06.129762
11044,P310,52,2020-05-12 09:49:04,41,2020-06-14 12:00:00,17,35,36,2023-05-12 09:49:04,2020-06-14,12:00:00
14073,P173,25,2019-08-01 09:33:43,9,2019-09-25 00:37:50,1,1,1,2022-07-31 09:33:43,2019-09-25,00:37:50
12150,P350,94,2017-02-07 14:46:15,16,2017-02-21 09:59:30,3,3,4,2020-02-07 14:46:15,2017-02-21,09:59:30
12150,P350,79,2020-02-07 09:59:43,75,2024-10-28 16:16:42,2,2,2,2023-02-06 09:59:43,2024-10-28,16:16:42.129762
11242,P162,87,2015-08-01 03:12:07,2,2024-08-24 03:38:40,1,2,2,2018-07-31 03:12:07,2024-08-24,03:38:40.129762
7852,P482,67,2021-07-28 16:14:35,54,2021-10-18 11:16:13,1,1,1,2024-07-27 16:14:35,2021-10-18,11:16:13
11837,P341,54,2015-07-07 14:29:56,0,,2,2,2,2018-07-06 14:29:56,,
13058,P194,81,2020-03-04 12:44:42,39,2024-10-17 16:03:57,24,32,39,2023-03-04 12:44:42,2024-10-17,16:03:57.129762
1876,P500,72,2018-11-21 23:25:12,21,2019-02-13 06:31:09,8,10,18,2021-11-20 23:25:12,2019-02-13,06:31:09
1876,P500,31,2021-11-20 12:51:02,23,2022-03-05 11:42:24,5,6,8,2024-11-19 12:51:02,2022-03-05,11:42:24
11667,P448,54,2018-04-18 06:16:22,32,2018-10-13 14:49:32,2,4,11,2021-04-17 06:16:22,2018-10-13,14:49:32
11667,P448,48,2021-04-17 15:29:01,9,2021-04-19 23:18:40,0,0,2,2024-04-16 15:29:01,2021-04-19,23:18:40
10822,P413,43,2017-12-07 01:13:59,13,2018-03-10 09:37:39,3,5,5,2020-12-06 01:13:59,2018-03-10,09:37:39
10822,P413,88,2020-12-06 09:08:10,19,2021-02-28 02:40:38,0,0,0,2023-12-06 09:08:10,2021-02-28,02:40:38
3283,P2,7,2015-09-14 18:10:21,4,2024-10-12 17:03:49,0,1,1,2018-09-13 18:10:21,2024-10-12,17:03:49.129762
14973,P446,54,2016-03-03 01:32:10,53,2016-06-27 13:17:36,2,2,2,2019-03-03 01:32:10,2016-06-27,13:17:36
13167,P372,78,2016-06-04 12:39:15,3,2025-05-13 05:00:35,0,0,0,2019-06-04 12:39:15,2025-05-13,05:00:35.129762
4551,P14,74,2015-08-26 08:04:48,51,2016-01-26 12:08:22,27,27,44,2018-08-25 08:04:48,2016-01-26,12:08:22
19724,P63,82,2015-02-12 05:50:32,4,2015-04-15 17:36:01,1,1,2,2018-02-11 05:50:32,2015-04-15,17:36:01
19724,P63,65,2018-02-11 04:10:57,61,2018-07-28 18:22:32,24,32,35,2021-02-10 04:10:57,2018-07-28,18:22:32
17388,P144,75,2017-11-04 15:17:29,60,2017-12-28 06:53:35,23,27,46,2020-11-03 15:17:29,2017-12-28,06:53:35
17388,P144,22,2020-11-03 07:48:11,15,2025-02-12 20:10:50,0,0,0,2023-11-03 07:48:11,2025-02-12,20:10:50.129762
8145,P189,26,2015-12-18 20:24:04,16,2016-02-22 19:34:42,10,10,11,2018-12-17 20:24:04,2016-02-22,19:34:42
8145,P189,13,2018-12-17 12:19:28,11,2025-04-25 15:42:45,5,6,9,2021-12-16 12:19:28,2025-04-25,15:42:45.129762
14809,P317,69,2021-10-11 14:20:38,10,2022-02-11 23:44:01,2,5,8,2024-10-10 14:20:38,2022-02-11,23:44:01
15572,P264,81,2018-12-25 20:55:12,60,2019-01-25 06:02:23,1,1,1,2021-12-24 20:55:12,2019-01-25,06:02:23
15572,P264,77,2021-12-24 09:58:08,6,2022-03-12 05:54:39,2,3,6,2024-12-23 09:58:08,2022-03-12,05:54:39
13538,P339,47,2018-02-12 19:19:53,38,2018-04-13 12:33:26,10,21,36,2021-02-11 19:19:53,2018-04-13,12:33:26
13538,P339,71,2021-02-11 02:05:56,52,2021-05-05 04:32:14,18,27,36,2024-02-11 02:05:56,2021-05-05,04:32:14
6159,P2,84,2018-10-25 11:42:58,66,2019-04-17 12:53:02,34,65,65,2021-10-24 11:42:58,2019-04-17,12:53:02
6159,P2,74,2021-10-24 07:39:08,72,2025-02-11 14:27:01,27,31,51,2024-10-23 07:39:08,2025-02-11,14:27:01.129762
10558,P9,71,2016-06-05 19:17:42,0,,2,2,2,2019-06-05 19:17:42,,
10558,P9,70,2019-06-05 06:31:12,19,2019-08-19 03:41:42,1,1,1,2022-06-04 06:31:12,2019-08-19,03:41:42
11804,P448,50,2015-11-16 15:40:19,30,2024-10-06 21:30:49,1,1,1,2018-11-15 15:40:19,2024-10-06,21:30:49.129762
1500,P497,99,2019-09-28 04:09:17,33,2024-10-25 01:02:21,12,17,24,2022-09-27 04:09:17,2024-10-25,01:02:21.129762
10667,P348,82,2019-01-09 23:40:14,56,2019-06-27 07:09:43,16,17,31,2022-01-08 23:40:14,2019-06-27,07:09:43
14560,P120,45,2016-08-08 01:56:57,7,2016-12-01 04:40:32,0,0,0,2019-08-08 01:56:57,2016-12-01,04:40:32
19883,P249,80,2016-06-14 20:54:50,3,2025-04-17 10:41:34,2,2,2,2019-06-14 20:54:50,2025-04-17,10:41:34.129762
13113,P379,85,2021-09-04 17:21:41,55,2021-12-26 23:30:57,1,1,1,2024-09-03 17:21:41,2021-12-26,23:30:57
2667,P179,30,2015-11-13 12:54:20,6,2016-02-18 12:34:30,2,4,6,2018-11-12 12:54:20,2016-02-18,12:34:30
14022,P481,31,2015-10-25 13:22:14,6,2016-02-29 15:02:50,3,4,4,2018-10-24 13:22:14,2016-02-29,15:02:50
15602,P338,20,2020-12-21 13:19:23,20,2021-04-05 14:22:27,8,12,15,2023-12-21 13:19:23,2021-04-05,14:22:27
3292,P376,74,2017-10-17 10:01:53,64,2017-11-29 09:15:11,2,2,2,2020-10-16 10:01:53,2017-11-29,09:15:11
12612,P151,33,2015-06-02 05:35:33,17,2015-09-20 06:44:33,2,7,8,2018-06-01 05:35:33,2015-09-20,06:44:33
12612,P151,20,2018-06-01 18:12:58,2,2024-11-16 16:30:09,0,1,2,2021-05-31 18:12:58,2024-11-16,16:30:09.129762
19896,P100,82,2016-07-27 18:45:22,81,2024-10-27 21:04:36,37,48,64,2019-07-27 18:45:22,2024-10-27,21:04:36.129762
4692,P446,90,2017-01-18 09:22:15,52,2017-06-07 02:19:19,7,17,17,2020-01-18 09:22:15,2017-06-07,02:19:19
4692,P446,51,2020-01-18 17:53:34,8,2020-05-14 05:09:33,4,4,6,2023-01-17 17:53:34,2020-05-14,05:09:33
17042,P449,66,2018-08-23 19:07:43,32,2019-01-26 23:54:09,0,0,0,2021-08-22 19:07:43,2019-01-26,23:54:09
18740,P402,78,2018-02-07 03:09:51,60,2018-03-08 00:15:15,9,23,23,2021-02-06 03:09:51,2018-03-08,00:15:15
18740,P402,68,2021-02-06 03:16:17,11,2021-06-12 11:07:49,3,5,8,2024-02-06 03:16:17,2021-06-12,11:07:49
16536,P17,9,2016-02-12 20:56:02,4,2025-02-19 15:46:29,2,2,4,2019-02-11 20:56:02,2025-02-19,15:46:29.129762
4190,P255,75,2017-11-25 20:17:28,61,2018-03-19 12:28:36,18,29,45,2020-11-24 20:17:28,2018-03-19,12:28:36
2854,P155,39,2016-10-10 14:27:05,11,2016-10-22 03:54:44,1,1,1,2019-10-10 14:27:05,2016-10-22,03:54:44
17982,P448,47,2015-06-13 23:45:45,17,2015-06-24 06:14:33,2,2,2,2018-06-12 23:45:45,2015-06-24,06:14:33
17982,P448,28,2018-06-12 05:22:38,16,2018-11-16 15:29:14,2,2,2,2021-06-11 05:22:38,2018-11-16,15:29:14
15297,P87,28,2018-11-09 12:53:06,4,2019-03-27 00:38:42,2,2,2,2021-11-08 12:53:06,2019-03-27,00:38:42
15297,P87,52,2021-11-08 09:53:17,12,2024-07-31 08:00:54,1,1,4,2024-11-07 09:53:17,2024-07-31,08:00:54.129762
14624,P489,62,2018-12-20 01:08:41,52,2019-04-03 15:48:52,20,39,46,2021-12-19 01:08:41,2019-04-03,15:48:52
14624,P489,80,2021-12-19 14:44:52,3,2024-11-28 17:15:31,1,2,3,2024-12-18 14:44:52,2024-11-28,17:15:31.129762
3791,P247,47,2018-08-22 12:33:52,47,2018-12-23 10:25:37,1,1,1,2021-08-21 12:33:52,2018-12-23,10:25:37
17717,P124,99,2015-10-11 03:16:33,73,2016-03-18 11:03:05,27,46,68,2018-10-10 03:16:33,2016-03-18,11:03:05
17717,P124,33,2018-10-10 06:29:26,30,2019-03-03 12:11:34,8,10,15,2021-10-09 06:29:26,2019-03-03,12:11:34
7975,P109,59,2018-08-22 05:57:50,38,2018-08-29 10:32:12,18,21,28,2021-08-21 05:57:50,2018-08-29,10:32:12
7975,P109,16,2021-08-21 20:36:18,6,2021-11-08 16:37:24,1,3,4,2024-08-20 20:36:18,2021-11-08,16:37:24
5585,P386,78,2018-08-02 02:53:44,0,,2,2,2,2021-08-01 02:53:44,,
2931,P55,69,2020-06-02 19:56:29,63,2020-10-19 01:47:37,1,1,1,2023-06-02 19:56:29,2020-10-19,01:47:37
14251,P367,92,2016-01-06 22:42:15,80,2024-11-11 16:34:15,43,56,70,2019-01-05 22:42:15,2024-11-11,16:34:15.129762
958,P83,36,2015-04-01 21:28:59,29,2015-08-21 09:56:28,20,29,29,2018-03-31 21:28:59,2015-08-21,09:56:28
958,P83,24,2018-03-31 11:54:16,18,2018-04-11 01:53:50,12,18,18,2021-03-30 11:54:16,2018-04-11,01:53:50
958,P83,7,2021-03-30 02:22:54,4,2024-11-11 00:46:12,1,2,4,2024-03-29 02:22:54,2024-11-11,00:46:12.129762
10699,P463,32,2021-05-27 12:24:36,1,2021-08-09 06:37:12,0,0,0,2024-05-26 12:24:36,2021-08-09,06:37:12
12567,P393,7,2017-02-17 18:40:57,2,2024-12-14 16:35:04,1,1,1,2020-02-17 18:40:57,2024-12-14,16:35:04.129762
9187,P113,66,2015-07-14 05:18:11,5,2015-09-21 10:52:13,2,4,5,2018-07-13 05:18:11,2015-09-21,10:52:13
9187,P113,56,2018-07-13 14:37:30,46,2018-07-27 14:44:56,14,20,25,2021-07-12 14:37:30,2018-07-27,14:44:56
9187,P113,42,2021-07-12 21:34:48,19,2021-10-26 11:40:59,2,6,8,2024-07-11 21:34:48,2021-10-26,11:40:59
8442,P341,13,2016-10-16 05:15:52,6,2016-12-28 20:10:07,1,2,4,2019-10-16 05:15:52,2016-12-28,20:10:07
15608,P488,90,2016-01-20 13:44:09,65,2016-02-27 09:09:03,16,23,31,2019-01-19 13:44:09,2016-02-27,09:09:03
4034,P341,67,2018-09-16 20:24:01,40,2024-09-20 23:48:48,5,12,15,2021-09-15 20:24:01,2024-09-20,23:48:48.129762
4449,P473,50,2016-03-18 19:39:53,37,2016-08-13 02:17:11,11,21,36,2019-03-18 19:39:53,2016-08-13,02:17:11
4449,P473,98,2019-03-18 05:29:37,94,2025-05-22 16:00:05,28,46,75,2022-03-17 05:29:37,2025-05-22,16:00:05.129762
17516,P325,12,2017-06-15 07:38:37,5,2017-09-09 18:10:46,0,0,1,2020-06-14 07:38:37,2017-09-09,18:10:46
16121,P47,17,2018-03-26 00:51:43,17,2018-06-15 13:27:52,7,13,17,2021-03-25 00:51:43,2018-06-15,13:27:52
10906,P447,45,2016-06-10 03:08:12,21,2016-06-20 03:33:35,7,13,15,2019-06-10 03:08:12,2016-06-20,03:33:35
10906,P447,11,2019-06-10 06:50:13,0,,2,2,2,2022-06-09 06:50:13,,
7334,P478,26,2016-03-27 14:20:48,22,2016-09-05 20:34:07,6,12,18,2019-03-27 14:20:48,2016-09-05,20:34:07
7334,P478,53,2019-03-27 18:15:25,8,2019-09-08 23:32:45,0,1,4,2022-03-26 18:15:25,2019-09-08,23:32:45
18874,P393,36,2020-02-26 13:58:16,4,2020-06-23 12:20:21,2,2,4,2023-02-25 13:58:16,2020-06-23,12:20:21
19684,P34,28,2020-06-16 19:19:33,4,2024-10-15 10:39:26,2,2,2,2023-06-16 19:19:33,2024-10-15,10:39:26.129762
11247,P194,81,2015-06-28 00:42:44,65,2015-11-06 01:08:03,27,30,49,2018-06-27 00:42:44,2015-11-06,01:08:03
11247,P194,2,2018-06-27 02:02:35,0,,0,0,0,2021-06-26 02:02:35,,
12506,P335,37,2021-11-25 16:45:03,21,2024-08-04 18:51:59,7,12,16,2024-11-24 16:45:03,2024-08-04,18:51:59.129762
18413,P495,4,2016-05-10 10:56:32,3,2016-07-24 20:28:05,0,0,0,2019-05-10 10:56:32,2016-07-24,20:28:05
18413,P495,86,2019-05-10 15:03:14,28,2025-05-24 20:33:21,1,6,16,2022-05-09 15:03:14,2025-05-24,20:33:21.129762
14319,P414,86,2015-05-16 08:36:52,3,2015-08-22 16:03:27,0,1,3,2018-05-15 08:36:52,2015-08-22,16:03:27
14319,P414,85,2018-05-15 00:59:50,40,2018-08-01 13:35:48,0,0,0,2021-05-14 00:59:50,2018-08-01,13:35:48
7647,P115,81,2018-07-11 09:19:28,29,2018-12-19 16:10:52,2,2,2,2021-07-10 09:19:28,2018-12-19,16:10:52
7647,P115,11,2021-07-10 01:20:13,8,2021-11-06 10:09:52,0,0,0,2024-07-09 01:20:13,2021-11-06,10:09:52
8490,P60,47,2020-02-13 23:09:28,28,2020-07-26 06:50:33,14,22,23,2023-02-12 23:09:28,2020-07-26,06:50:33
9535,P45,93,2018-10-09 14:15:40,53,2024-11-04 06:20:50,25,45,47,2021-10-08 14:15:40,2024-11-04,06:20:50.129762
3650,P46,10,2015-09-27 04:22:02,6,2015-12-05 02:15:54,0,0,1,2018-09-26 04:22:02,2015-12-05,02:15:54
11149,P380,68,2015-05-28 06:48:53,28,2015-09-11 18:55:37,1,1,1,2018-05-27 06:48:53,2015-09-11,18:55:37
11149,P380,48,2018-05-27 12:57:41,6,2018-08-28 11:18:38,1,2,4,2021-05-26 12:57:41,2018-08-28,11:18:38
11149,P380,50,2021-05-26 21:15:16,37,2024-12-12 07:12:20,5,12,18,2024-05-25 21:15:16,2024-12-12,07:12:20.129762
19406,P480,46,2020-06-10 04:10:58,41,2020-11-05 00:06:39,5,5,13,2023-06-10 04:10:58,2020-11-05,00:06:39
6166,P382,69,2017-06-23 17:25:06,24,2017-12-11 12:33:50,2,5,9,2020-06-22 17:25:06,2017-12-11,12:33:50
6166,P382,87,2020-06-22 19:36:22,61,2025-02-03 11:55:25,34,34,35,2023-06-22 19:36:22,2025-02-03,11:55:25.129762
3805,P294,6,2015-05-22 19:13:32,0,,2,2,2,2018-05-21 19:13:32,,
3805,P294,38,2018-05-21 13:11:35,24,2025-04-01 21:14:37,2,7,10,2021-05-20 13:11:35,2025-04-01,21:14:37.129762
12051,P66,32,2021-03-13 07:25:52,30,2021-06-11 06:00:03,8,10,12,2024-03-12 07:25:52,2021-06-11,06:00:03
10269,P489,20,2015-08-09 05:10:36,9,2025-04-09 06:08:11,2,4,6,2018-08-08 05:10:36,2025-04-09,06:08:11.129762
12459,P296,15,2017-03-12 02:05:16,10,2017-03-19 11:19:18,5,5,9,2020-03-11 02:05:16,2017-03-19,11:19:18
12459,P296,75,2020-03-11 20:20:56,29,2024-07-28 22:24:04,2,2,2,2023-03-11 20:20:56,2024-07-28,22:24:04.129762
56,P160,79,2017-05-17 04:34:26,46,2017-11-09 10:17:23,22,30,32,2020-05-16 04:34:26,2017-11-09,10:17:23
2028,P303,5,2015-05-01 18:09:10,2,2015-06-19 06:50:38,0,0,0,2018-04-30 18:09:10,2015-06-19,06:50:38
2028,P303,63,2018-04-30 22:08:01,57,2018-10-01 00:57:11,23,41,51,2021-04-29 22:08:01,2018-10-01,00:57:11
17551,P98,61,2021-04-21 06:28:54,37,2025-06-21 22:04:47,1,1,1,2024-04-20 06:28:54,2025-06-21,22:04:47.129762
12719,P217,27,2015-07-05 08:27:27,19,2015-08-06 03:49:35,0,0,0,2018-07-04 08:27:27,2015-08-06,03:49:35
12719,P217,29,2018-07-04 11:13:07,5,2024-08-18 19:39:06,2,2,2,2021-07-03 11:13:07,2024-08-18,19:39:06.129762
10475,P395,95,2021-02-23 23:47:47,26,2024-11-30 10:03:54,1,1,1,2024-02-23 23:47:47,2024-11-30,10:03:54.129762
11962,P409,73,2021-02-11 06:29:01,60,2025-07-14 18:40:59,25,34,34,2024-02-11 06:29:01,2025-07-14,18:40:59.129762
4139,P267,39,2018-02-02 23:08:26,30,2018-06-25 09:22:42,15,16,24,2021-02-01 23:08:26,2018-06-25,09:22:42
19714,P303,19,2018-07-22 15:49:47,14,2018-08-23 00:23:17,2,6,6,2021-07-21 15:49:47,2018-08-23,00:23:17
19714,P303,85,2021-07-21 18:32:45,79,2021-08-13 03:14:33,1,1,1,2024-07-20 18:32:45,2021-08-13,03:14:33
7280,P55,55,2020-11-08 13:13:02,41,2021-04-04 00:27:04,7,14,18,2023-11-08 13:13:02,2021-04-04,00:27:04
12954,P5,37,2015-06-28 12:48:45,5,2015-09-07 07:54:18,2,2,2,2018-06-27 12:48:45,2015-09-07,07:54:18
12954,P5,42,2018-06-27 16:35:02,36,2024-11-08 09:20:00,2,2,2,2021-06-26 16:35:02,2024-11-08,09:20:00.129762
17639,P437,71,2019-01-21 02:23:12,25,2024-11-04 20:10:11,2,2,2,2022-01-20 02:23:12,2024-11-04,20:10:11.129762
15094,P162,93,2019-06-11 03:27:51,4,2019-07-03 22:53:33,4,4,4,2022-06-10 03:27:51,2019-07-03,22:53:33
4742,P418,98,2018-03-19 13:50:45,1,2025-02-18 07:46:05,1,1,1,2021-03-18 13:50:45,2025-02-18,07:46:05.129762
9727,P429,32,2015-07-10 16:46:02,7,2016-01-05 10:48:17,0,0,0,2018-07-09 16:46:02,2016-01-05,10:48:17
9727,P429,61,2018-07-09 09:42:15,42,2018-09-06 06:10:55,30,30,34,2021-07-08 09:42:15,2018-09-06,06:10:55
9727,P429,26,2021-07-08 13:49:46,5,2021-08-18 02:09:31,2,3,5,2024-07-07 13:49:46,2021-08-18,02:09:31
